id_venta,fecha,cliente_id,cantidad,stock,nombre,categoria,precio
856,14/10/2024,27,2,4041,Tomates,Frutas y Verduras,5200
857,11/05/2024,325,1,2908,Empanadas,Congelados,10800
858,28/04/2024,67,4,3327,Leche,Lacteos,9800
859,13/10/2024,78,4,3140,Milanesa,Carniceria,13000
860,28/09/2024,106,6,3358,Yogur,Lacteos,4200
861,19/06/2024,34,4,3731,Papas fritas,Congelados,6600
862,06/09/2024,284,5,3383,Manzanas,Frutas y Verduras,5200
863,13/06/2024,186,3,5057,Galletitas de chocolate,Galletitas y Snacks,5000
864,14/04/2024,190,5,2800,Zanahorias,Frutas y Verduras,2600
865,19/06/2024,60,5,3358,Yogur,Lacteos,4200
866,28/06/2024,46,2,2837,Papas chips,Galletitas y Snacks,6800
867,31/05/2024,77,2,1619,Pan frances,Panaderia,6500
868,19/12/2024,287,1,1619,Pan frances,Panaderia,6500
869,27/08/2024,111,2,1541,Lechugas,Frutas y Verduras,3400
870,25/12/2024,113,5,1619,Pan frances,Panaderia,6500
871,15/11/2024,242,4,1640,Pizza congelada,Congelados,12400
872,14/10/2024,29,6,3189,Tortas,Panaderia,12200
873,11/04/2024,72,1,1688,Hamburgesas congeladas,Congelados,7600
874,25/11/2024,326,6,1688,Hamburgesas congeladas,Congelados,7600
875,17/03/2024,321,6,4043,Medialunas,Panaderia,2800
876,08/03/2024,42,3,3731,Papas fritas,Congelados,6600
877,12/12/2024,280,6,1726,Salchicha,Carniceria,9000
878,25/09/2024,153,2,1688,Hamburgesas congeladas,Congelados,7600
879,21/11/2024,110,4,2908,Empanadas,Congelados,10800
880,05/08/2024,114,2,3358,Yogur,Lacteos,4200
881,27/05/2024,39,1,3189,Tortas,Panaderia,12200
882,07/09/2024,288,5,5057,Galletitas de chocolate,Galletitas y Snacks,5000
883,04/07/2024,222,2,3358,Yogur,Lacteos,4200
884,17/03/2024,312,5,3189,Tortas,Panaderia,12200
885,21/11/2024,72,3,1688,Hamburgesas congeladas,Congelados,7600
886,22/10/2024,74,4,3358,Yogur,Lacteos,4200
887,19/11/2024,214,6,3189,Tortas,Panaderia,12200
888,27/08/2024,90,3,5137,Asado,Carniceria,22800
889,27/04/2024,51,2,3383,Manzanas,Frutas y Verduras,5200
890,03/11/2024,296,5,4068,Chorizo,Carniceria,9000
891,11/11/2024,79,3,5057,Galletitas de chocolate,Galletitas y Snacks,5000
892,19/09/2024,214,2,1506,Garbanzos,Conservas,2900
893,16/07/2024,183,4,2455,Cerveza,Bebidas,9200
894,06/10/2024,178,1,5137,Asado,Carniceria,22800
895,28/05/2024,194,4,1619,Pan frances,Panaderia,6500
896,21/12/2024,190,3,1506,Garbanzos,Conservas,2900
897,08/05/2024,234,5,3731,Papas fritas,Congelados,6600
898,30/04/2024,179,6,4051,Pollo,Carniceria,14800
899,20/09/2024,32,6,4978,Agua mineral,Bebidas,5000
900,30/12/2024,248,5,2429,Costilla de cerdo,Carniceria,11400
901,02/10/2024,325,4,1506,Garbanzos,Conservas,2900
902,13/05/2024,316,6,1506,Garbanzos,Conservas,2900
903,27/08/2024,257,5,4929,Manteca,Lacteos,4500
904,30/09/2024,76,3,3189,Tortas,Panaderia,12200
905,05/04/2024,151,2,3167,Queso cremoso,Lacteos,13800
906,30/07/2024,179,1,2228,Pan integral,Panaderia,10000
907,20/11/2024,68,3,1437,Arroz,Conservas,3400
908,13/02/2024,141,4,1726,Salchicha,Carniceria,9000
909,24/04/2024,287,1,2771,Galletitas de agua,Galletitas y Snacks,4200
910,20/10/2024,208,5,2908,Empanadas,Congelados,10800
911,21/03/2024,288,1,4041,Tomates,Frutas y Verduras,5200
912,16/10/2024,306,6,4041,Tomates,Frutas y Verduras,5200
913,09/11/2024,36,5,4978,Agua mineral,Bebidas,5000
914,19/12/2024,203,2,3189,Tortas,Panaderia,12200
915,05/12/2024,75,3,3125,Facturas,Panaderia,9900
916,06/03/2024,307,3,3383,Manzanas,Frutas y Verduras,5200
917,25/08/2024,275,6,2228,Pan integral,Panaderia,10000
918,15/10/2024,61,2,1726,Salchicha,Carniceria,9000
919,31/01/2024,10,5,1640,Pizza congelada,Congelados,12400
920,30/06/2024,50,1,2837,Papas chips,Galletitas y Snacks,6800
921,14/10/2024,46,2,2800,Zanahorias,Frutas y Verduras,2600
922,02/06/2024,210,5,2908,Empanadas,Congelados,10800
923,11/03/2024,172,1,3358,Yogur,Lacteos,4200
924,02/12/2024,90,2,3327,Leche,Lacteos,9800
925,21/12/2024,179,4,4929,Manteca,Lacteos,4500
926,24/08/2024,55,2,1640,Pizza congelada,Congelados,12400
927,07/09/2024,242,3,2800,Zanahorias,Frutas y Verduras,2600
928,18/06/2024,152,6,3167,Queso cremoso,Lacteos,13800
929,01/08/2024,164,5,2771,Galletitas de agua,Galletitas y Snacks,4200
930,30/07/2024,91,6,4068,Chorizo,Carniceria,9000
931,02/09/2024,179,4,2455,Cerveza,Bebidas,9200
932,26/05/2024,213,6,2099,Queso rallado,Lacteos,15400
933,22/12/2024,260,2,2455,Cerveza,Bebidas,9200
934,17/09/2024,213,5,1688,Hamburgesas congeladas,Congelados,7600
935,24/05/2024,93,4,4051,Pollo,Carniceria,14800
936,13/08/2024,98,2,3358,Yogur,Lacteos,4200
937,01/12/2024,261,4,4978,Agua mineral,Bebidas,5000
938,15/02/2024,204,1,3327,Leche,Lacteos,9800
939,25/07/2024,150,2,3125,Facturas,Panaderia,9900
940,11/11/2024,220,4,2455,Cerveza,Bebidas,9200
941,23/06/2024,146,6,2228,Pan integral,Panaderia,10000
942,28/11/2024,5,3,4769,Manies,Galletitas y Snacks,4400
943,29/08/2024,56,6,4929,Manteca,Lacteos,4500
944,01/06/2024,51,1,4978,Agua mineral,Bebidas,5000
945,15/10/2024,241,5,1363,Vino tinto,Bebidas,10800
946,18/09/2024,313,4,4769,Manies,Galletitas y Snacks,4400
947,31/01/2024,106,1,4929,Manteca,Lacteos,4500
948,24/02/2024,218,1,1726,Salchicha,Carniceria,9000
949,17/06/2024,29,2,4041,Tomates,Frutas y Verduras,5200
950,21/06/2024,119,6,2837,Papas chips,Galletitas y Snacks,6800
951,23/05/2024,152,1,3125,Facturas,Panaderia,9900
952,25/04/2024,207,3,4068,Chorizo,Carniceria,9000
953,24/07/2024,134,3,2837,Papas chips,Galletitas y Snacks,6800
954,30/12/2024,44,6,1619,Pan frances,Panaderia,6500
955,18/10/2024,196,3,5137,Asado,Carniceria,22800
956,25/05/2024,139,2,3125,Facturas,Panaderia,9900
957,07/07/2024,198,5,3383,Manzanas,Frutas y Verduras,5200
958,12/09/2024,80,3,1726,Salchicha,Carniceria,9000
959,11/06/2024,66,1,1688,Hamburgesas congeladas,Congelados,7600
960,06/07/2024,200,2,2099,Queso rallado,Lacteos,15400
961,16/12/2024,154,3,4043,Medialunas,Panaderia,2800
962,09/04/2024,275,2,3140,Milanesa,Carniceria,13000
963,01/11/2024,107,4,3383,Manzanas,Frutas y Verduras,5200
964,06/10/2024,220,4,4720,Bananas,Frutas y Verduras,5800
965,31/10/2024,177,4,4041,Tomates,Frutas y Verduras,5200
966,18/10/2024,120,1,3545,Cebolla,Frutas y Verduras,3400
967,11/06/2024,55,4,2455,Cerveza,Bebidas,9200
968,20/03/2024,3,3,3731,Papas fritas,Congelados,6600
969,12/06/2024,118,2,1506,Garbanzos,Conservas,2900
970,23/03/2024,212,6,3189,Tortas,Panaderia,12200
971,12/03/2024,213,6,2455,Cerveza,Bebidas,9200
972,14/06/2024,181,2,1437,Arroz,Conservas,3400
973,25/12/2024,162,6,2800,Zanahorias,Frutas y Verduras,2600
974,17/07/2024,175,2,3731,Papas fritas,Congelados,6600
975,07/07/2024,40,6,4769,Manies,Galletitas y Snacks,4400
976,16/04/2024,110,2,2771,Galletitas de agua,Galletitas y Snacks,4200
977,19/07/2024,25,1,1619,Pan frances,Panaderia,6500
978,19/10/2024,116,3,4041,Tomates,Frutas y Verduras,5200
979,20/02/2024,30,5,2455,Cerveza,Bebidas,9200
980,06/11/2024,119,4,5137,Asado,Carniceria,22800
981,07/07/2024,33,6,3383,Manzanas,Frutas y Verduras,5200
982,04/11/2024,245,3,4041,Tomates,Frutas y Verduras,5200
983,17/11/2024,11,6,2837,Papas chips,Galletitas y Snacks,6800
984,29/08/2024,121,5,5137,Asado,Carniceria,22800
985,05/06/2024,29,3,1619,Pan frances,Panaderia,6500
986,21/02/2024,273,4,4068,Chorizo,Carniceria,9000
987,14/08/2024,274,5,2837,Papas chips,Galletitas y Snacks,6800
988,28/03/2024,266,5,2800,Zanahorias,Frutas y Verduras,2600
989,18/05/2024,115,4,5137,Asado,Carniceria,22800
990,02/12/2024,136,6,4978,Agua mineral,Bebidas,5000
991,02/06/2024,104,2,2099,Queso rallado,Lacteos,15400
992,23/12/2024,283,5,1437,Arroz,Conservas,3400
993,11/10/2024,313,5,2429,Costilla de cerdo,Carniceria,11400
994,21/08/2024,102,3,2908,Empanadas,Congelados,10800
995,11/02/2024,224,5,2228,Pan integral,Panaderia,10000
996,04/06/2024,242,5,2228,Pan integral,Panaderia,10000
997,03/02/2024,245,3,1619,Pan frances,Panaderia,6500
998,03/09/2024,152,5,1640,Pizza congelada,Congelados,12400
999,19/12/2024,155,4,2182,Atun enlatado,Conservas,5000
1000,25/12/2024,151,3,1437,Arroz,Conservas,3400
1001,15/4/2024,325,4,2099,Queso rallado,Lacteos,15400
1002,7/12/2024,7,3,4041,Tomates,Frutas y Verduras,5200
1003,13/6/2024,19,1,1726,Salchicha,Carniceria,9000
1004,26/7/2024,71,5,2455,Cerveza,Bebidas,9200
1005,2/7/2024,131,6,2099,Queso rallado,Lacteos,15400
1006,2/10/2024,281,6,3731,Papas fritas,Congelados,6600
1007,18/2/2024,77,6,1726,Salchicha,Carniceria,9000
1008,11/8/2024,204,5,1726,Salchicha,Carniceria,9000
1009,5/8/2024,306,2,2455,Cerveza,Bebidas,9200
1010,8/6/2024,90,4,4043,Medialunas,Panaderia,2800
1011,9/12/2024,190,3,3327,Leche,Lacteos,9800
1012,9/10/2024,127,2,3327,Leche,Lacteos,9800
1013,28/12/2024,72,5,4051,Pollo,Carniceria,14800
1014,25/12/2024,54,6,2182,Atun enlatado,Conservas,5000
1015,6/10/2024,83,1,2099,Queso rallado,Lacteos,15400
1016,13/11/2024,131,4,2099,Queso rallado,Lacteos,15400
1017,21/7/2024,200,2,2908,Empanadas,Congelados,10800
1018,16/10/2024,291,3,3125,Facturas,Panaderia,9900
1019,9/5/2024,225,4,1688,Hamburgesas congeladas,Congelados,7600
1020,16/10/2024,61,6,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1021,14/10/2024,24,6,1541,Lechugas,Frutas y Verduras,3400
1022,13/11/2024,134,4,4051,Pollo,Carniceria,14800
1023,21/7/2024,104,2,2099,Queso rallado,Lacteos,15400
1024,15/10/2024,168,1,1506,Garbanzos,Conservas,2900
1025,26/3/2024,288,3,4043,Medialunas,Panaderia,2800
1026,21/4/2024,131,2,3383,Manzanas,Frutas y Verduras,5200
1027,30/10/2024,140,4,4720,Bananas,Frutas y Verduras,5800
1028,22/3/2024,267,3,2771,Galletitas de agua,Galletitas y Snacks,4200
1029,3/11/2024,9,1,2455,Cerveza,Bebidas,9200
1030,26/5/2024,44,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1031,10/5/2024,103,4,2429,Costilla de cerdo,Carniceria,11400
1032,10/11/2024,20,2,3140,Milanesa,Carniceria,13000
1033,14/3/2024,78,3,3327,Leche,Lacteos,9800
1034,22/7/2024,125,3,1688,Hamburgesas congeladas,Congelados,7600
1035,7/6/2024,249,1,1541,Lechugas,Frutas y Verduras,3400
1036,4/7/2024,230,2,1363,Vino tinto,Bebidas,10800
1037,29/2/2024,48,6,1363,Vino tinto,Bebidas,10800
1038,7/8/2024,119,5,4769,Manies,Galletitas y Snacks,4400
1039,4/9/2024,314,1,3545,Cebolla,Frutas y Verduras,3400
1040,7/6/2024,298,6,4720,Bananas,Frutas y Verduras,5800
1041,21/2/2024,312,3,4051,Pollo,Carniceria,14800
1042,4/9/2024,257,2,3140,Milanesa,Carniceria,13000
1043,10/12/2024,96,4,2800,Zanahorias,Frutas y Verduras,2600
1044,9/2/2024,69,1,2455,Cerveza,Bebidas,9200
1045,31/3/2024,258,3,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1046,10/4/2024,288,5,3327,Leche,Lacteos,9800
1047,17/12/2024,235,2,4068,Chorizo,Carniceria,9000
1048,1/11/2024,185,1,4929,Manteca,Lacteos,4500
1049,25/8/2024,263,4,1640,Pizza congelada,Congelados,12400
1050,11/5/2024,115,3,4978,Agua mineral,Bebidas,5000
1051,8/5/2024,308,2,4068,Chorizo,Carniceria,9000
1052,1/7/2024,219,1,4720,Bananas,Frutas y Verduras,5800
1053,28/8/2024,23,3,3358,Yogur,Lacteos,4200
1054,1/6/2024,300,5,2771,Galletitas de agua,Galletitas y Snacks,4200
1055,29/8/2024,229,5,4769,Manies,Galletitas y Snacks,4400
1056,4/12/2024,46,2,3140,Milanesa,Carniceria,13000
1057,10/12/2024,265,4,2099,Queso rallado,Lacteos,15400
1058,7/8/2024,67,5,4043,Medialunas,Panaderia,2800
1059,11/8/2024,24,3,2455,Cerveza,Bebidas,9200
1060,25/4/2024,56,5,2455,Cerveza,Bebidas,9200
1061,24/8/2024,320,4,3125,Facturas,Panaderia,9900
1062,19/10/2024,141,3,4769,Manies,Galletitas y Snacks,4400
1063,9/12/2024,115,2,2800,Zanahorias,Frutas y Verduras,2600
1064,13/6/2024,152,6,3358,Yogur,Lacteos,4200
1065,24/12/2024,124,2,2182,Atun enlatado,Conservas,5000
1066,28/5/2024,182,5,2455,Cerveza,Bebidas,9200
1067,13/5/2024,271,3,4978,Agua mineral,Bebidas,5000
1068,6/4/2024,318,3,5137,Asado,Carniceria,22800
1069,3/3/2024,37,1,1688,Hamburgesas congeladas,Congelados,7600
1070,26/7/2024,174,6,1619,Pan frances,Panaderia,6500
1071,20/3/2024,135,6,3125,Facturas,Panaderia,9900
1072,25/9/2024,155,2,3637,Jugos de frutas,Bebidas,7600
1073,5/11/2024,173,5,1437,Arroz,Conservas,3400
1074,22/4/2024,320,6,2182,Atun enlatado,Conservas,5000
1075,13/11/2024,207,3,4720,Bananas,Frutas y Verduras,5800
1076,27/12/2024,316,1,3358,Yogur,Lacteos,4200
1077,12/7/2024,268,4,4769,Manies,Galletitas y Snacks,4400
1078,2/2/2024,218,5,5137,Asado,Carniceria,22800
1079,17/2/2024,8,6,2771,Galletitas de agua,Galletitas y Snacks,4200
1080,8/8/2024,202,6,4978,Agua mineral,Bebidas,5000
1081,22/5/2024,249,3,2800,Zanahorias,Frutas y Verduras,2600
1082,18/9/2024,282,6,2837,Papas chips,Galletitas y Snacks,6800
1083,16/3/2024,111,5,1688,Hamburgesas congeladas,Congelados,7600
1084,23/12/2024,70,4,3125,Facturas,Panaderia,9900
1085,16/3/2024,232,3,1541,Lechugas,Frutas y Verduras,3400
1086,28/3/2024,40,6,3545,Cebolla,Frutas y Verduras,3400
1087,25/10/2024,170,2,1640,Pizza congelada,Congelados,12400
1088,25/4/2024,274,2,1363,Vino tinto,Bebidas,10800
1089,19/9/2024,73,4,3140,Milanesa,Carniceria,13000
1090,1/8/2024,43,3,3167,Queso cremoso,Lacteos,13800
1091,6/7/2024,250,5,4043,Medialunas,Panaderia,2800
1092,26/9/2024,232,1,4051,Pollo,Carniceria,14800
1093,17/7/2024,52,3,4578,Lentejas,Conservas,2600
1094,18/8/2024,98,2,4578,Lentejas,Conservas,2600
1095,17/2/2024,326,5,3358,Yogur,Lacteos,4200
1096,21/3/2024,204,5,1506,Garbanzos,Conservas,2900
1097,13/5/2024,102,3,2771,Galletitas de agua,Galletitas y Snacks,4200
1098,21/3/2024,178,3,1640,Pizza congelada,Congelados,12400
1099,1/2/2024,282,1,3637,Jugos de frutas,Bebidas,7600
1100,15/5/2024,18,2,2455,Cerveza,Bebidas,9200
1101,9/8/2024,127,6,5137,Asado,Carniceria,22800
1102,10/2/2024,59,4,2455,Cerveza,Bebidas,9200
1103,9/7/2024,10,6,4769,Manies,Galletitas y Snacks,4400
1104,28/12/2024,176,4,5137,Asado,Carniceria,22800
1105,26/11/2024,247,3,1688,Hamburgesas congeladas,Congelados,7600
1106,30/7/2024,153,1,3358,Yogur,Lacteos,4200
1107,18/4/2024,223,4,4720,Bananas,Frutas y Verduras,5800
1108,20/3/2024,270,6,1640,Pizza congelada,Congelados,12400
1109,19/8/2024,287,1,2455,Cerveza,Bebidas,9200
1110,11/4/2024,284,2,1619,Pan frances,Panaderia,6500
1111,16/3/2024,65,2,3189,Tortas,Panaderia,12200
1112,4/6/2024,171,3,1506,Garbanzos,Conservas,2900
1113,1/12/2024,4,2,3383,Manzanas,Frutas y Verduras,5200
1114,29/4/2024,47,6,2182,Atun enlatado,Conservas,5000
1115,29/4/2024,159,6,3327,Leche,Lacteos,9800
1116,2/10/2024,266,4,2429,Costilla de cerdo,Carniceria,11400
1117,23/6/2024,292,3,2182,Atun enlatado,Conservas,5000
1118,22/3/2024,106,2,2228,Pan integral,Panaderia,10000
1119,28/10/2024,142,6,4043,Medialunas,Panaderia,2800
1120,30/9/2024,283,6,2228,Pan integral,Panaderia,10000
1121,17/3/2024,88,3,4769,Manies,Galletitas y Snacks,4400
1122,19/8/2024,313,2,4041,Tomates,Frutas y Verduras,5200
1123,8/7/2024,164,5,4051,Pollo,Carniceria,14800
1124,19/6/2024,232,3,4068,Chorizo,Carniceria,9000
1125,26/3/2024,9,5,1688,Hamburgesas congeladas,Congelados,7600
1126,19/12/2024,315,1,4769,Manies,Galletitas y Snacks,4400
1127,30/4/2024,136,2,5137,Asado,Carniceria,22800
1128,27/4/2024,59,3,1541,Lechugas,Frutas y Verduras,3400
1129,29/3/2024,275,4,4578,Lentejas,Conservas,2600
1130,20/3/2024,213,2,2099,Queso rallado,Lacteos,15400
1131,16/6/2024,134,1,5137,Asado,Carniceria,22800
1132,13/9/2024,88,1,3545,Cebolla,Frutas y Verduras,3400
1133,18/3/2024,313,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1134,5/9/2024,138,2,1363,Vino tinto,Bebidas,10800
1135,12/6/2024,86,5,4051,Pollo,Carniceria,14800
1136,7/2/2024,187,3,3731,Papas fritas,Congelados,6600
1137,17/3/2024,295,6,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1138,5/10/2024,123,2,3545,Cebolla,Frutas y Verduras,3400
1139,25/3/2024,8,5,4578,Lentejas,Conservas,2600
1140,11/5/2024,184,1,3731,Papas fritas,Congelados,6600
1141,25/5/2024,56,5,3545,Cebolla,Frutas y Verduras,3400
1142,10/3/2024,164,6,2228,Pan integral,Panaderia,10000
1143,12/4/2024,266,2,1541,Lechugas,Frutas y Verduras,3400
1144,22/9/2024,106,1,2800,Zanahorias,Frutas y Verduras,2600
1145,23/7/2024,90,6,1640,Pizza congelada,Congelados,12400
1146,15/12/2024,187,3,3637,Jugos de frutas,Bebidas,7600
1147,14/8/2024,112,6,4929,Manteca,Lacteos,4500
1148,11/3/2024,67,5,1640,Pizza congelada,Congelados,12400
1149,12/4/2024,272,5,2908,Empanadas,Congelados,10800
1150,25/11/2024,274,3,1619,Pan frances,Panaderia,6500
1151,12/5/2024,59,3,4929,Manteca,Lacteos,4500
1152,11/10/2024,111,3,5137,Asado,Carniceria,22800
1153,28/3/2024,130,6,4978,Agua mineral,Bebidas,5000
1154,8/12/2024,260,1,4043,Medialunas,Panaderia,2800
1155,14/5/2024,113,6,1506,Garbanzos,Conservas,2900
1156,18/3/2024,37,3,3358,Yogur,Lacteos,4200
1157,12/4/2024,90,4,1726,Salchicha,Carniceria,9000
1158,10/11/2024,88,5,3383,Manzanas,Frutas y Verduras,5200
1159,1/7/2024,233,2,2800,Zanahorias,Frutas y Verduras,2600
1160,22/12/2024,108,5,3358,Yogur,Lacteos,4200
1161,3/11/2024,277,6,1688,Hamburgesas congeladas,Congelados,7600
1162,9/2/2024,104,2,3383,Manzanas,Frutas y Verduras,5200
1163,21/12/2024,94,4,1726,Salchicha,Carniceria,9000
1164,3/3/2024,97,3,1619,Pan frances,Panaderia,6500
1165,7/6/2024,30,5,2228,Pan integral,Panaderia,10000
1166,9/8/2024,151,5,4051,Pollo,Carniceria,14800
1167,17/6/2024,311,4,4068,Chorizo,Carniceria,9000
1168,12/2/2024,286,4,2099,Queso rallado,Lacteos,15400
1169,29/3/2024,8,5,3637,Jugos de frutas,Bebidas,7600
1170,29/11/2024,17,4,1688,Hamburgesas congeladas,Congelados,7600
1171,5/3/2024,8,5,3125,Facturas,Panaderia,9900
1172,22/9/2024,164,1,2228,Pan integral,Panaderia,10000
1173,21/11/2024,193,6,1726,Salchicha,Carniceria,9000
1174,16/2/2024,286,1,3125,Facturas,Panaderia,9900
1175,4/4/2024,189,3,3383,Manzanas,Frutas y Verduras,5200
1176,9/7/2024,253,6,4769,Manies,Galletitas y Snacks,4400
1177,17/4/2024,192,1,3545,Cebolla,Frutas y Verduras,3400
1178,23/11/2024,249,1,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1179,28/9/2024,98,5,2429,Costilla de cerdo,Carniceria,11400
1180,23/9/2024,256,1,2429,Costilla de cerdo,Carniceria,11400
1181,18/2/2024,171,4,3383,Manzanas,Frutas y Verduras,5200
1182,7/6/2024,169,2,4043,Medialunas,Panaderia,2800
1183,15/9/2024,289,4,3189,Tortas,Panaderia,12200
1184,22/2/2024,106,6,2182,Atun enlatado,Conservas,5000
1185,7/3/2024,58,2,3545,Cebolla,Frutas y Verduras,3400
1186,1/7/2024,24,6,3731,Papas fritas,Congelados,6600
1187,2/6/2024,154,5,4929,Manteca,Lacteos,4500
1188,1/3/2024,255,3,4978,Agua mineral,Bebidas,5000
1189,17/8/2024,31,5,2429,Costilla de cerdo,Carniceria,11400
1190,29/2/2024,119,1,2800,Zanahorias,Frutas y Verduras,2600
1191,23/10/2024,285,5,2429,Costilla de cerdo,Carniceria,11400
1192,31/10/2024,277,4,3140,Milanesa,Carniceria,13000
1193,30/10/2024,217,6,4929,Manteca,Lacteos,4500
1194,21/4/2024,237,6,3383,Manzanas,Frutas y Verduras,5200
1195,5/4/2024,47,3,3189,Tortas,Panaderia,12200
1196,30/7/2024,239,2,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1197,21/9/2024,323,3,3358,Yogur,Lacteos,4200
1198,5/2/2024,102,2,2228,Pan integral,Panaderia,10000
1199,29/9/2024,38,3,2182,Atun enlatado,Conservas,5000
1200,22/2/2024,143,1,5057,Galletitas de chocolate,Galletitas y Snacks,5000
1201,6/12/2024,161,1,2429,Costilla de cerdo,Carniceria,11400
1202,28/12/2024,45,2,3140,Milanesa,Carniceria,13000
1203,2/9/2024,257,5,2182,Atun enlatado,Conservas,5000
1204,25/9/2024,280,1,2837,Papas chips,Galletitas y Snacks,6800
1205,31/5/2024,285,3,4978,Agua mineral,Bebidas,5000
1206,13/12/2024,177,5,1640,Pizza congelada,Congelados,12400
1207,29/4/2024,159,4,1726,Salchicha,Carniceria,9000
1208,29/8/2024,306,4,3125,Facturas,Panaderia,9900
1209,17/10/2024,19,3,3637,Jugos de frutas,Bebidas,7600
1210,22/3/2024,266,4,5137,Asado,Carniceria,22800
1211,29/4/2024,104,5,2099,Queso rallado,Lacteos,15400
1212,14/8/2024,58,5,1541,Lechugas,Frutas y Verduras,3400
1213,22/8/2024,95,4,1688,Hamburgesas congeladas,Congelados,7600
1214,3/3/2024,67,1,4929,Manteca,Lacteos,4500
1215,7/11/2024,297,6,3383,Manzanas,Frutas y Verduras,5200
1216,18/7/2024,123,6,3731,Papas fritas,Congelados,6600
1217,10/2/2024,144,2,3545,Cebolla,Frutas y Verduras,3400
1218,11/2/2024,34,1,2455,Cerveza,Bebidas,9200
1219,9/11/2024,125,4,1506,Garbanzos,Conservas,2900
1220,7/4/2024,224,5,2182,Atun enlatado,Conservas,5000
1221,3/2/2024,251,5,2429,Costilla de cerdo,Carniceria,11400
1222,16/10/2024,82,3,4978,Agua mineral,Bebidas,5000
1223,3/10/2024,104,6,4043,Medialunas,Panaderia,2800
1224,2/4/2024,60,3,2099,Queso rallado,Lacteos,15400
1225,5/6/2024,134,5,2455,Cerveza,Bebidas,9200
1226,8/3/2024,91,6,1437,Arroz,Conservas,3400
1227,5/10/2024,290,3,4978,Agua mineral,Bebidas,5000
1228,14/3/2024,291,6,3327,Leche,Lacteos,9800
1229,6/8/2024,107,1,3545,Cebolla,Frutas y Verduras,3400
1230,16/9/2024,197,6,3358,Yogur,Lacteos,4200
1231,10/11/2024,242,3,3189,Tortas,Panaderia,12200
1232,26/5/2024,241,3,4929,Manteca,Lacteos,4500
1233,26/7/2024,199,4,3189,Tortas,Panaderia,12200
1234,17/6/2024,276,5,1640,Pizza congelada,Congelados,12400
1235,8/5/2024,250,6,3189,Tortas,Panaderia,12200
1236,18/11/2024,228,4,2455,Cerveza,Bebidas,9200
1237,1/5/2024,247,6,1506,Garbanzos,Conservas,2900
1238,30/4/2024,254,2,5137,Asado,Carniceria,22800
1239,19/5/2024,254,1,4769,Manies,Galletitas y Snacks,4400
1240,5/12/2024,56,1,3637,Jugos de frutas,Bebidas,7600
1241,26/12/2024,82,4,3140,Milanesa,Carniceria,13000
1242,12/8/2024,62,4,2182,Atun enlatado,Conservas,5000
1243,5/6/2024,307,3,1437,Arroz,Conservas,3400
1244,2/6/2024,200,3,5137,Asado,Carniceria,22800
1245,25/8/2024,316,3,2455,Cerveza,Bebidas,9200
1246,10/10/2024,54,6,2182,Atun enlatado,Conservas,5000
1247,1/5/2024,87,6,1640,Pizza congelada,Congelados,12400
1248,21/5/2024,86,3,3358,Yogur,Lacteos,4200
1249,16/3/2024,77,1,2800,Zanahorias,Frutas y Verduras,2600
1250,7/5/2024,234,1,3140,Milanesa,Carniceria,13000
1251,25/11/2024,290,4,2800,Zanahorias,Frutas y Verduras,2600
1252,8/9/2024,50,3,4578,Lentejas,Conservas,2600
1253,16/2/2024,50,1,2228,Pan integral,Panaderia,10000
1254,23/4/2024,294,2,2099,Queso rallado,Lacteos,15400
1255,25/7/2024,25,6,1437,Arroz,Conservas,3400
1256,9/12/2024,227,4,4578,Lentejas,Conservas,2600
1257,26/8/2024,15,4,5137,Asado,Carniceria,22800
1258,16/4/2024,48,4,3637,Jugos de frutas,Bebidas,7600
1259,21/9/2024,307,6,3358,Yogur,Lacteos,4200
1260,30/6/2024,115,2,1640,Pizza congelada,Congelados,12400
1261,23/7/2024,318,4,1363,Vino tinto,Bebidas,10800
1262,12/7/2024,313,2,2800,Zanahorias,Frutas y Verduras,2600
1263,16/2/2024,48,5,2182,Atun enlatado,Conservas,5000
1264,23/12/2024,188,5,3189,Tortas,Panaderia,12200
1265,21/9/2024,94,2,5137,Asado,Carniceria,22800
1266,27/4/2024,70,6,2800,Zanahorias,Frutas y Verduras,2600
1267,2/12/2024,130,2,3327,Leche,Lacteos,9800
1268,10/5/2024,14,4,3140,Milanesa,Carniceria,13000
1269,17/5/2024,106,4,4068,Chorizo,Carniceria,9000
1270,8/5/2024,173,6,2455,Cerveza,Bebidas,9200
1271,14/2/2024,190,5,4978,Agua mineral,Bebidas,5000
1272,14/9/2024,187,2,1619,Pan frances,Panaderia,6500
1273,2/12/2024,289,3,2455,Cerveza,Bebidas,9200
1274,3/5/2024,187,4,3383,Manzanas,Frutas y Verduras,5200
1275,21/10/2024,18,5,4043,Medialunas,Panaderia,2800
1276,13/11/2024,99,1,2099,Queso rallado,Lacteos,15400
1277,16/10/2024,163,2,3358,Yogur,Lacteos,4200
1278,27/3/2024,11,5,2455,Cerveza,Bebidas,9200
